Station,Postcode,Latitude,Longitude,TLC,NLC,Owner,Entries and exits 2024, Interchanges 2024
Daisy Hill,BL5 2JQ,53.5394553429484,-2.51586138257427,DSY,2777,Northern Trains,187872,0
Dalgety Bay,KY11 9HZ,56.0420983541516,-3.36772120470528,DAG,9135,ScotRail,197188,0
Dalmally,PA33 1AY,56.4011953995722,-4.98355341151622,DAL,8711,ScotRail,15298,0
Dalmarnock,G40 4HG,55.8420903351636,-4.2177095618254,DAK,9790,ScotRail,404044,0
Dalmeny,EH30 9JU,55.9863224095627,-3.38162023146767,DAM,9415,ScotRail,441074,0
Dalmuir,G81 3QT,55.9119346513924,-4.42668195442919,DMR,9992,ScotRail,731324,18431
Dalreoch,G82 4AD,55.9474206110829,-4.57786407515961,DLR,9864,ScotRail,191950,0
Dalry,KA24 4DE,55.7062259599313,-4.71108082709015,DLY,9483,ScotRail,161684,0
Dalston (Cumbria),CA5 7LT,54.8461793005894,-2.98885243258072,DLS,2077,Northern Trains,39620,0
Dalston Junction,E8 3DE,51.5461140533343,-0.075137571913028,DLJ,1443,London Overground,5787778,28622
Dalston Kingsland,E8 2JS,51.548146614991,-0.0757008270787684,DLK,1429,London Overground,5133722,0
Dalton (Cumbria),LA15 8QA,54.1542402484565,-3.17900332996882,DLT,1957,Northern Trains,74906,0
Dalwhinnie,PH19 1AD,56.9351747606959,-4.24619941232607,DLW,8628,ScotRail,3340,0
Danby,YO21 2JL,54.4661531404483,-0.910955849347219,DNY,7915,Northern Trains,7414,0
Danescourt,CF5 2RX,51.5005094348701,-3.2339173943314,DCT,3797,TfW Rail,52492,0
Danzey,B94 5BE,52.3248139247282,-1.82087736085094,DZY,4519,West Midlands Trains (West Midlands Railway),4554,0
Darlington,DL1 4AA,54.5204487638895,-1.5473239913848,DAR,7877,London North Eastern Railway,2349906,486363
Darnall,S9 4JU,53.3845848539264,-1.4125672166063,DAN,6729,Northern Trains,19902,0
Darsham,IP17 3PN,52.2729949292624,1.52346982245693,DSM,7211,Greater Anglia,60836,0
Dartford,DA1 1BP,51.4473686091583,0.219247795125754,DFD,5101,Southeastern,4497840,311821
Darton,S75 5HX,53.5883685698073,-1.53165757467506,DRT,8420,Northern Trains,109734,0
Darwen,BB3 0DE,53.6980382551398,-2.46494001713562,DWN,2576,Northern Trains,301708,0
Datchet,SL3 9ED,51.4830761133821,-0.579421910690656,DAT,5668,South Western Railway,199760,0
Davenport,SK3 8SA,53.3909022414929,-2.15295802817964,DVN,2770,Northern Trains,262872,0
Dawlish,EX7 9PJ,50.5808243984253,-3.46462586729764,DWL,3408,Great Western Railway,534856,0
Dawlish Warren,EX7 0NF,50.5987145190544,-3.44356213176095,DWW,3409,Great Western Railway,242858,0
Deal,CT14 6HD,51.2230404404227,1.39884675211659,DEA,5011,Southeastern,493290,0
Dean (Wilts),SP5 1JF,51.0424618999667,-1.63486720856804,DEN,5942,Great Western Railway,30004,0
Deansgate,M3 4LG,53.4741857640751,-2.25105124318295,DGT,2963,Northern Trains,1059228,0
Deganwy,LL31 9EJ,53.2947519812566,-3.83338710286836,DGY,2480,TfW Rail,19518,0
Deighton,HD2 1LX,53.6684837829464,-1.75189659292689,DHN,8441,Northern Trains,56648,0
Delamere,CW8 2HZ,53.2287779256449,-2.66656070710605,DLM,2306,Northern Trains,54316,0
Denby Dale,HD8 8RX,53.5726320929315,-1.66321052492305,DBD,8432,Northern Trains,94434,0
Denham,UB9 5ES,51.578836362709,-0.497436854492594,DNM,3052,Chiltern Railways,184022,0
Denham Golf Club,UB9 5EJ,51.580596815156,-0.51778668246761,DGC,3060,Chiltern Railways,27356,0
Denmark Hill,SE5 8BB,51.4682011118168,-0.0893608845630425,DMK,5421,Govia Thameslink Railway (Thameslink),5813598,504308
Dent,LA10 5RF,54.2824108456213,-2.36359889232972,DNT,2103,Northern Trains,9152,0
Denton,M34 3NS,53.4568674739172,-2.13165979003999,DTN,2855,Northern Trains,54,0
Deptford,SE8 3NU,51.4788463642079,-0.026270214115525,DEP,5145,Southeastern,1412530,0
Derby,DE1 2RU,52.9165485818253,-1.46335478012848,DBY,1823,East Midlands Railway,3496066,516391
Derby Road (Ipswich),IP3 8DN,52.050551175491,1.18264326424955,DBR,7212,Greater Anglia,81986,0
Devonport,PL1 4QN,50.3785384996853,-4.17071080992923,DPT,3579,Great Western Railway,47214,0
Dewsbury,WF13 1HF,53.6921323675954,-1.63310655566078,DEW,8326,TransPennine Express,1002154,0
Didcot Parkway,OX11 7NR,51.6109546860743,-1.24289356096081,DID,3030,Great Western Railway,2545766,544785
Digby and Sowton,EX2 7AW,50.713993328666,-3.47356109719659,DIG,5753,Great Western Railway,804202,0
Dilton Marsh,BA13 4DF,51.2489890910928,-2.20791557793657,DMH,5502,Great Western Railway,19300,0
Dinas (Rhondda),CF40 2PJ,51.6178378851192,-3.43754173872447,DMG,3901,TfW Rail,12016,0
Dinas Powys,CF64 4DH,51.4316678020878,-3.21835212130232,DNS,3830,TfW Rail,86294,0
Dingle Road,CF64 1JL,51.4400570944876,-3.18059109298652,DGL,3861,TfW Rail,141712,0
Dingwall,IV15 9PZ,57.59424066943,-4.42219986587001,DIN,8632,ScotRail,63976,387
Dinsdale,DL2 1AA,54.5147295901116,-1.46706513570219,DND,7897,Northern Trains,80970,0
Dinting,SK13 9EB,53.4493321635491,-1.97029878612479,DTG,2893,Northern Trains,88164,0
Disley,SK12 2AE,53.3581843467523,-2.04248177088045,DSL,2765,Northern Trains,139990,0
Diss,IP22 4HN,52.3736543722193,1.12369734579394,DIS,7348,Greater Anglia,615118,0
Dockyard (Devonport),PL2 1RX,50.3821742019037,-4.1758986568326,DOC,3588,Great Western Railway,14424,0
Dodworth,S75 3JX,53.5443255754093,-1.53169088048623,DOD,6781,Northern Trains,42686,0
Dolau,LD1 5TG,52.29535399865,-3.26362091602153,DOL,4188,TfW Rail,828,0
Doleham,TN35 4LY,50.9185854757412,0.609974730800684,DLH,5036,Govia Thameslink Railway (Southern),1038,0
Dolgarrog,LL26 0YR,53.1863525124092,-3.82263691779208,DLG,2538,TfW Rail,2060,0
Dolwyddelan,LL25 0TJ,53.0520169904365,-3.88513298649778,DWD,2452,TfW Rail,5518,0
Doncaster,DN1 1PE,53.5221497040669,-1.13984532561563,DON,6417,London North Eastern Railway,3915952,1508680
Dorchester South,DT1 1QX,50.7092941817416,-2.43724302167314,DCH,5961,South Western Railway,432178,453
Dorchester West,DT1 2LB,50.7109558301461,-2.44254130185048,DCW,5962,Great Western Railway,89732,37
Dore and Totley,S17 3LB,53.3276351284421,-1.51529775653157,DOR,6690,Northern Trains,200688,0
Dorking,RH4 1TF,51.2409286574082,-0.324250782074152,DKG,5357,Govia Thameslink Railway (Southern),764548,79175
Dorking (Deepdene),RH4 7TY,51.2388030074627,-0.324643185528021,DPD,5412,Great Western Railway,463538,200697
Dorking West,RH4 5EE,51.2362248191187,-0.339978560509645,DKT,5297,Great Western Railway,36782,115
Dormans,RH7 6NL,51.1557900843982,-0.00430826569700688,DMS,5413,Govia Thameslink Railway (Southern),113932,0
Dorridge,B93 8JA,52.3720695979365,-1.7529004491151,DDG,4525,Chiltern Railways,668038,0
Dove Holes,SK17 8DJ,53.3000293384446,-1.88975176117671,DVH,2766,Northern Trains,8676,0
Dover Priory,CT17 9SB,51.1256965964877,1.30529347028767,DVP,5033,Southeastern,966958,84766
Dovercourt,CO12 3AG,51.9387345600673,1.28061089295205,DVC,6901,Greater Anglia,148728,0
Dovey Junction,SY20 8PZ,52.5643635350253,-3.92390297461625,DVY,4436,TfW Rail,14610,7847
Downham Market,PE38 9EN,52.6041065863828,0.365681057551921,DOW,7055,Govia Thameslink Railway (Great Northern),399600,0
Drayton Green,W13 4SW,51.516615460614,-0.33019425245541,DRG,3099,Great Western Railway,20198,0
Drayton Park,N5 1NT,51.5527683445258,-0.105509008966857,DYP,6000,Govia Thameslink Railway (Great Northern),642344,0
Drem,EH39 5LW,56.0051254677484,-2.78604825861367,DRM,9317,ScotRail,99466,0
Driffield,YO25 7PX,54.0015272627459,-0.434665009990613,DRF,8057,Northern Trains,244472,0
Drigg,CA19 1XW,54.3769633209494,-3.44341362306065,DRI,1994,Northern Trains,5448,0
Droitwich Spa,WR9 9BD,52.2682048110456,-2.15836341611519,DTW,4878,West Midlands Trains (West Midlands Railway),463582,48167
Dronfield,S18 8UH,53.301369608262,-1.46877868224617,DRO,6616,Northern Trains,188934,0
Drumchapel,G13 4PT,55.9048173082117,-4.36287986166729,DMC,9994,ScotRail,300454,0
Drumfrochar,PA15 4BY,55.941253590074,-4.7747672712099,DFR,9967,ScotRail,65562,0
Drumgelloch,ML6 7BL,55.8673580650901,-3.94888294626481,DRU,9757,ScotRail,274244,0
Drumry,G31 2LY,55.9045972303031,-4.38547328830428,DMY,9993,ScotRail,199724,0
Duddeston,B7 4ST,52.4883642047734,-1.87139067866748,DUD,1040,West Midlands Trains (West Midlands Railway),381666,0
Dudley Port,DY4 8UB,52.5246530129006,-2.04947980373852,DDP,1212,West Midlands Trains (West Midlands Railway),357760,0
Duffield,DE56 4EP,52.9884014400862,-1.48597186949023,DFI,1691,East Midlands Railway,56306,0
Duirinish,IV40 8BD,57.319983293958,-5.69131781581449,DRN,8681,ScotRail,812,0
Duke Street,G31 1LL,55.8584414373244,-4.2130485563449,DST,9906,ScotRail,184912,0
Dullingham,CB8 8UP,52.2016485756332,0.366663821056869,DUL,7027,Greater Anglia,28974,0
Dumbarton Central,G82 1PZ,55.9466604798905,-4.566921701259,DBC,9866,ScotRail,461460,57956
Dumbarton East,G82 2EP,55.9422524714118,-4.55413782204535,DBE,9868,ScotRail,301856,0
Dumbreck,G41 4HE,55.8446540909046,-4.30124003607443,DUM,9622,ScotRail,160388,0
Dumfries,DG1 1NF,55.072560279693,-3.60430398071058,DMF,9490,ScotRail,360280,797
Dumpton Park,CT11 7EW,51.3456955683759,1.42581850787212,DMP,5034,Southeastern,31974,0
Dunbar,EH42 1JX,55.9982961094783,-2.51334649990357,DUN,9397,ScotRail,398768,0
Dunblane,FK15 9ET,56.1858943626205,-3.96548684337943,DBL,8713,ScotRail,462616,0
Duncraig,IV52 8TZ,57.3370088020812,-5.63713233286221,DCG,8682,ScotRail,448,0
Dundee,DD1 4BY,56.4564890772048,-2.97120503713119,DEE,9039,ScotRail,1729316,76954
Dunfermline City,KY12 7HT,56.068193893139,-3.45252931740364,DFE,9186,ScotRail,475100,0
Dunfermline Queen Margaret,KY12 0GB,56.0805782860466,-3.42146840922136,DFL,9187,ScotRail,183512,0
Dunkeld and Birnam,PH8 0DP,56.5570605801315,-3.57839962708896,DKD,8763,ScotRail,51290,0
Dunlop,KA3 4BZ,55.7118854515322,-4.53238991249355,DNL,9492,ScotRail,66244,0
Dunrobin Castle,KW10 6SF,57.9855381206844,-3.94892170714185,DNO,8642,ScotRail,1940,0
Dunston,NE11 9SS,54.9500563207881,-1.64204458851339,DOT,7744,Northern Trains,46762,0
Dunton Green,TN13 2XD,51.2964882631909,0.170937116397448,DNG,5102,Southeastern,199062,0
Durham,DH1 4RB,54.7793912284615,-1.58175210120156,DHM,7745,London North Eastern Railway,2604076,1179
Durrington-On-Sea,BN12 6BT,50.8175268119417,-0.411468707281776,DUR,5282,Govia Thameslink Railway (Southern),436898,0
Dyce,AB21 7EQ,57.2056516865783,-2.19232258891137,DYC,8905,ScotRail,301878,0
Dyffryn Ardudwy,LL42 2EU,52.7888563835265,-4.10464455585967,DYF,4455,TfW Rail,18728,0
Eaglescliffe,TS16 0BT,54.5294320938467,-1.34943715428009,EAG,7916,Northern Trains,214394,0
Ealing Broadway,W5 2NU,51.5148402459065,-0.301751768794788,EAL,3190,TfL Rail,13699654,161852
Earlestown,WA12 9AU,53.4511393445328,-2.63766364961555,ERL,2292,Northern Trains,301522,29277
Earley,RG6 7DY,51.4410997593376,-0.917988243278776,EAR,5694,South Western Railway,382608,0
Earlsfield,SW18 4SR,51.4423355716453,-0.187714934858848,EAD,5584,South Western Railway,5138168,0
Earlswood (Surrey),RH1 6HP,51.2273270225923,-0.170823068766138,ELD,5414,Govia Thameslink Railway (Southern),302926,0
Earlswood (West Midlands),B94 5JS,52.3665825052423,-1.8611697000963,EWD,4520,West Midlands Trains (West Midlands Railway),27844,0
East Croydon,CR0 1LF,51.375452247008,-0.0927797007945513,ECR,5355,Govia Thameslink Railway (Southern),19605338,3338568
East Didsbury,M20 5WP,53.4093102676041,-2.22199660364924,EDY,2949,Northern Trains,260310,0
East Dulwich,SE22 8EF,51.4614929058056,-0.0805717011574361,EDW,5358,Govia Thameslink Railway (Southern),1177240,0
East Farleigh,ME15 0JH,51.2552351625774,0.48472893141574,EFL,5234,Southeastern,34402,0
East Garforth,LS25 2JW,53.791978068865,-1.37053696173991,EGF,8472,Northern Trains,164892,0
East Grinstead,RH19 1EB,51.1262718897162,-0.0179000957224751,EGR,5486,Govia Thameslink Railway (Southern),1019148,0
East Kilbride,G74 1AR,55.7660084213155,-4.18022795719083,EKL,9793,ScotRail,756936,0
East Linton,EH40 3EL,55.9856,-2.6579,ELT,365,ScotRail,21624,0
East Malling,ME19 6AJ,51.2858073765709,0.439280267235468,EML,5134,Southeastern,77840,0
East Midlands Parkway,NG11 0EE,52.8625009507858,-1.26323198480542,EMD,1901,East Midlands Railway,326786,13786
East Tilbury,RM18 8SB,51.4848289691417,0.412927781783206,ETL,7471,c2c,329076,0
East Worthing,BN14 8JX,50.8216440311297,-0.354893751833792,EWR,5283,Govia Thameslink Railway (Southern),385984,0
Eastbourne,BN21 3QJ,50.769375796356,0.281246925814933,EBN,5448,Govia Thameslink Railway (Southern),3481472,18408
Eastbrook,CF64 4LD,51.4376389302109,-3.20613799233607,EBK,3795,TfW Rail,132254,0
Easterhouse,G69 6BL,55.8597611434519,-4.10717729312099,EST,9894,ScotRail,292124,0
Eastham Rake,CH62 9AL,53.307541541813,-2.98113292052366,ERA,2128,Merseyrail,387738,0
Eastleigh,SO50 9FL,50.9692506626551,-1.35008459359062,ESL,5899,South Western Railway,1146726,95269
Eastrington,DN14 7PX,53.7551607566439,-0.787630411364113,EGN,8114,Northern Trains,4784,0
Ebbsfleet International,DA10 1EB,51.4429709652907,0.32092083234529,EBD,5566,HS1 Ltd,1714974,79598
Ebbw Vale Parkway,NP23 8AP,51.7571470124788,-3.19610327359543,EBV,9915,TfW Rail,28534,0
Ebbw Vale Town,NP23 6DN,51.7766914366017,-3.20257748551815,EBB,3628,TfW Rail,189332,0
Eccles (Manchester),M30 0DN,53.4853606544673,-2.33451459617625,ECC,2950,Northern Trains,237908,0
Eccles Road,NR16 2JG,52.470880756208,0.9699171605498,ECS,7370,Greater Anglia,1568,0
Eccleston Park,L35 7JS,53.4307889509427,-2.78004194630839,ECL,2227,Northern Trains,67274,0
Edale,S33 7ZN,53.3649724276593,-1.81662641323107,EDL,2824,Northern Trains,145830,0
Eden Park,BR3 3DE,51.3900893651293,-0.0263551602667185,EDN,5056,Southeastern,520602,0
Edenbridge (Kent),TN8 6HR,51.2084338014699,0.0606462610283875,EBR,5473,Govia Thameslink Railway (Southern),159758,39966
Edenbridge Town,TN8 5LP,51.2000809020151,0.0671730164326339,EBT,5359,Govia Thameslink Railway (Southern),292482,8795
Edge Hill,L7 1AD,53.4026192646978,-2.94648344109004,EDG,2169,Northern Trains,179692,6089
Edinburgh,EH1 1BB,55.9523963079519,-3.18822824323027,EDB,9328,Network Rail,21307916,1466317
Edinburgh Gateway,EH12 9GF,55.9409436079933,-3.32025199802754,EGY,6545,ScotRail,225374,11765
Edinburgh Park,EH11 4DF,55.9275544602882,-3.30766474611863,EDP,9395,ScotRail,522354,0
Edmonton Green,N9 7AA,51.6249271577681,-0.061112495341183,EDR,6941,London Overground,3556550,21286
Effingham Junction,KT24 5HX,51.2914943131304,-0.419965418267021,EFF,5642,South Western Railway,211228,12918
Eggesford,EX18 7JZ,50.8877413451847,-3.8747459315936,EGG,5822,Great Western Railway,44600,0
Egham,TW20 9LB,51.4296459643391,-0.546512233572854,EGH,5669,South Western Railway,1682044,0
Egton,YO21 1UX,54.4374810712663,-0.761464966771902,EGT,7918,Northern Trains,10554,0
Elephant and Castle,SE17 1LB,51.4940272342536,-0.098725576447673,EPH,5246,Govia Thameslink Railway (Thameslink),1879984,352263
Elgin,IV30 1QP,57.6429130327793,-3.3112465068439,ELG,8977,ScotRail,284140,0
Ellesmere Port,CH65 4AR,53.2821939982944,-2.89642303912049,ELP,2121,Merseyrail,465956,204
Elmers End,BR3 4EJ,51.3984907228231,-0.0495703490218307,ELE,5049,Southeastern,738928,0
Elmstead Woods,BR7 5EB,51.4171158227735,0.0442740591944571,ESD,5135,Southeastern,867998,0
Elmswell,IP30 9HA,52.2380370806758,0.912589403049404,ESW,7349,Greater Anglia,109934,0
Elsecar,S74 8BD,53.4986597288227,-1.42742391502071,ELR,6667,Northern Trains,181130,0
Elsenham (Essex),CM22 6HA,51.9205434621908,0.228070270071964,ESM,6832,Greater Anglia,207816,0
Elstree and Borehamwood,WD6 3LS,51.653068116385,-0.280081540392811,ELS,1542,Govia Thameslink Railway (Thameslink),2643842,0
Eltham,SE9 6SL,51.4556417308034,0.0524723310748576,ELW,5103,Southeastern,1622402,0
Elton and Orston,NG19 9LH,52.9521360042829,-0.855512437952713,ELO,6238,East Midlands Railway,212,0
Ely,CB7 4BS,52.3912277010784,0.266827583237292,ELY,7068,Greater Anglia,2052282,399366
Emerson Park,RM11 2JP,51.5686403621106,0.220113229215512,EMP,7473,London Overground,304760,0
Emsworth,PO10 7PN,50.8516141341351,-0.938429764103964,EMS,5257,Govia Thameslink Railway (Southern),317680,4266
Energlyn and Churchill Park,CF83 2QR,51.5832164323409,-3.22879606589368,ECP,375,TfW Rail,79022,0
Enfield Chase,EN2 7AA,51.6532525338014,-0.0906963712828411,ENC,6010,Govia Thameslink Railway (Great Northern),1015892,3117
Enfield Lock,EN3 6HA,51.6709204354558,-0.0285324658222715,ENL,6815,Greater Anglia,1356132,0
Enfield Town,EN1 1YX,51.6520239893496,-0.0793276428368423,ENF,6959,London Overground,2331202,1243
Entwistle,BL7 0NG,53.6559786935683,-2.41454505509583,ENT,2747,Northern Trains,18112,0
Epsom,KT19 8EW,51.3343914612577,-0.268777680483958,EPS,5360,Govia Thameslink Railway (Southern),3135066,115837
Epsom Downs,KT17 4JX,51.3236861855796,-0.2389548499911,EPD,5361,Govia Thameslink Railway (Southern),120162,0
Erdington,B23 6UB,52.5282854859969,-1.83950909009634,ERD,1041,West Midlands Trains (West Midlands Railway),455310,0
Eridge,TN3 9LE,51.0889635853662,0.201431713057724,ERI,5459,Govia Thameslink Railway (Southern),73124,0
Erith,DA8 1TY,51.481668933412,0.175054448859463,ERH,5104,Southeastern,789028,0
Esher,KT10 8DY,51.3798899750361,-0.353337838372063,ESH,5558,South Western Railway,808860,0
Eskbank,EH22 3NX,55.8818057426337,-3.08307353739981,EKB,3776,ScotRail,274640,0
Essex Road,N1 2SU,51.5407037990573,-0.0962760595924929,EXR,6004,Govia Thameslink Railway (Great Northern),596728,0
Etchingham,TN19 7PA,51.0105437070136,0.442356266553348,ETC,5217,Southeastern,187418,0
Euston,NW1 2RT,51.5281347606828,-0.133923635983917,EUS,1444,Network Rail,36185290,2679679
Euxton Balshaw Lane,PR7 6DX,53.6604819715387,-2.67202385840804,EBA,2080,Northern Trains,66130,0
Evesham,WR11 4EQ,52.0983985539654,-1.94731370609441,EVE,4740,Great Western Railway,258370,395
Ewell East,KT17 1QR,51.3452982319215,-0.241529638967969,EWE,5415,Govia Thameslink Railway (Southern),452082,0
Ewell West,KT17 1TU,51.3500435722978,-0.256986619886036,EWW,5586,South Western Railway,920624,0
Exeter Central,EX4 3SB,50.726488241429,-3.53327709081269,EXC,5755,Great Western Railway,2783330,273621
Exeter St David's,EX4 4NT,50.729278976491,-3.54328686333265,EXD,3410,Great Western Railway,2721596,1351808
Exeter St Thomas,EX4 1AJ,50.7171518711947,-3.53883698274128,EXT,3414,Great Western Railway,296812,0
Exhibition Centre (Glasgow),G3 8LD,55.8615560763509,-4.28358973053668,EXG,9914,ScotRail,1639932,0
Exmouth,EX8 1BZ,50.6216387262065,-3.41497227480739,EXM,5756,Great Western Railway,916968,0
Exton,EX3 0PR,50.6683075102992,-3.44409684947275,EXN,5760,Great Western Railway,25872,0
Eynsford,DA4 0HP,51.3627183040984,0.204393120925889,EYN,5065,Southeastern,143286,0
Fairbourne,LL38 2AQ,52.6960464630273,-4.04941426648684,FRB,4416,TfW Rail,31862,0
Fairfield,M43 6TT,53.471295546374,-2.14577519882972,FRF,2780,Northern Trains,21728,0
Fairlie,KA29 0DJ,55.7519484298977,-4.85326868616408,FRL,9452,ScotRail,36164,0
Fairwater,CF5 3QE,51.4939101690858,-3.23383998994953,FRW,3873,TfW Rail,64542,0
Falconwood,SE9 2RN,51.4591526356848,0.0793044770026859,FCN,5137,Southeastern,802654,0
Falkirk Grahamston,FK2 7EZ,56.0026177290346,-3.78504688532692,FKG,9930,ScotRail,579928,108412
Falkirk High,FK1 5QX,55.9918195759738,-3.79224489222847,FKK,9931,ScotRail,732852,3227
Falls Of Cruachan,PA33 1AN,56.393889401057,-5.11247911920548,FOC,8726,ScotRail,1478,0
Falmer,BN1 9PU,50.8621274713423,-0.0873855066246158,FMR,5337,Govia Thameslink Railway (Southern),1210808,0
Falmouth Docks,TR11 4LT,50.1507142799667,-5.05602948101336,FAL,3508,Great Western Railway,136744,0
Falmouth Town,TR11 4AZ,50.1483473407862,-5.06493628645553,FMT,3591,Great Western Railway,247438,0
Fareham,PO16 0UT,50.8530338308312,-1.19203724188042,FRM,5900,South Western Railway,1508326,134508
Farnborough (Main),GU14 7NL,51.296604884603,-0.755725724931643,FNB,5521,South Western Railway,2063804,6069
Farnborough North,GU14 8AQ,51.3020444491095,-0.743026929007782,FNN,5688,Great Western Railway,446218,1368
Farncombe,GU7 3NF,51.1971531239671,-0.604548878459314,FNC,5643,South Western Railway,486764,0
Farnham,GU9 8AD,51.2119042298562,-0.792427196436538,FNH,5545,South Western Railway,1376602,24565
Farningham Road,DA4 9JB,51.4016634815392,0.235452055986937,FNR,5105,Southeastern,128296,0
Farnworth,BL4 7QZ,53.5500060922431,-2.38784997242115,FNW,2811,Northern Trains,53000,0
Farringdon,EC1M 6BY,51.5201655608346,-0.105204669877814,ZFD,577,London Underground,46049862,9606675
Fauldhouse,EH47 9DJ,55.8224777300448,-3.71931936502271,FLD,9245,ScotRail,42016,0
Faversham,ME13 8EB,51.3117105445912,0.891044848807162,FAV,5167,Southeastern,1327828,205395
Faygate,RH12 4SJ,51.095889351236,-0.263018670595782,FGT,5493,Govia Thameslink Railway (Southern),7756,0
Fazakerley,L9 9EW,53.4690878780859,-2.93672370069026,FAZ,2126,Merseyrail,900092,0
Fearn,IV20 1RS,57.7781470089061,-3.99393654949616,FRN,8637,ScotRail,4062,0
Featherstone,WF7 7HJ,53.6790669195959,-1.35844424440448,FEA,8544,Northern Trains,81502,0
Felixstowe,IP11 9UD,51.9670684291527,1.35043499148186,FLX,7214,Greater Anglia,238190,0
Feltham,TW13 4BY,51.4478973442697,-0.409838240699482,FEL,5559,South Western Railway,3249288,0
Fenchurch Street,EC3M 4AJ,51.5116442596509,-0.0788967690632564,FST,7490,c2c,10446678,1344496
Feniton,EX14 3BT,50.7866805768598,-3.28541829669429,FNT,5808,South Western Railway,53836,0
Fenny Stratford,MK1 1BP,52.0000683454646,-0.715997362186537,FEN,1377,West Midlands Trains (London Northwestern Railway),6420,0
Fernhill,CF45 3DP,51.6864988102667,-3.39588328122109,FER,3862,TfW Rail,16982,0
Ferriby,HU14 3DJ,53.7171537976793,-0.507830473428837,FRY,8061,Northern Trains,47348,0
Ferryside,SA17 5TD,51.7683725332786,-4.36945917743674,FYS,4074,TfW Rail,13840,0
Ffairfach,SA19 6UL,51.8724792728464,-3.9928602757854,FFA,4066,TfW Rail,3596,0
Filey,YO14 9PE,54.2098572113142,-0.293849397915568,FIL,8062,Northern Trains,152458,0
Filton Abbey Wood,BS34 7JW,51.5049414768014,-2.56243092363725,FIT,3235,Great Western Railway,630438,0
Finchley Road and Frognal,NW3 6EP,51.5502644624917,-0.183140600658463,FNY,1445,London Overground,1783452,0
Finsbury Park,N4 2DH,51.5643002449157,-0.106284978884699,FPK,6119,Govia Thameslink Railway (Great Northern),9363598,2134408
Finstock,OX7 3AW,51.852782857678,-1.4693431033147,FIN,3012,Great Western Railway,1112,0
Fishbourne (Sussex),PO19 3QH,50.839050994238,-0.815084252072113,FSB,5261,Govia Thameslink Railway (Southern),57718,0
Fishersgate,BN4 1PL,50.8342331969519,-0.219423238635621,FSG,5284,Govia Thameslink Railway (Southern),92022,0
Fishguard and Goodwick,SA64 0DG,52.0041205147366,-4.99483911549407,FGW,6680,TfW Rail,16594,0
Fishguard Harbour,SA64 0BU,52.0115490590944,-4.98564336378428,FGH,4076,TfW Rail,8388,3
Fiskerton,NG25 0TR,53.060273739149,-0.912187610219373,FSK,6351,East Midlands Railway,22642,0
Fitzwilliam,WF9 5DA,53.6325012276325,-1.37427316573517,FZW,8583,Northern Trains,243070,810
Five Ways,B15 1SF,52.471096381369,-1.91295451976274,FWY,4503,West Midlands Trains (West Midlands Railway),1384590,0
Fleet,GU51 3QY,51.290634463196,-0.830805697283605,FLE,5522,South Western Railway,1277008,605
Flimby,CA15 8QN,54.6896909968798,-3.5207407041013,FLM,2026,Northern Trains,12458,0
Flint,CH6 5PG,53.249527518706,-3.13299365746619,FLN,2513,TfW Rail,299204,0
Flitwick,MK45 1AJ,52.0036411879386,-0.495257873996204,FLT,1532,Govia Thameslink Railway (Thameslink),1207194,0
Flixton,M41 6JL,53.443809978016,-2.38424675876937,FLI,2935,Northern Trains,102146,0
Flowery Field,SK14 4BZ,53.4618562073799,-2.08105317397333,FLF,2786,Northern Trains,164080,0
Folkestone Central,CT19 5HB,51.0828838914415,1.16948226479176,FKC,5035,Southeastern,902566,17044
Folkestone West,CT20 3PA,51.084582896074,1.15390330754187,FKW,5027,Southeastern,678666,2580
Ford,BN18 0BH,50.8293930308604,-0.578410029818067,FOD,5258,Govia Thameslink Railway (Southern),105886,101721
Forest Gate,E7 0NF,51.5494301979489,0.0243528171904902,FOG,6876,TfL Rail,7177488,0
Forest Hill,SE23 3HB,51.4392784872536,-0.0531571058976325,FOH,5362,London Overground,4231024,0
Formby,L37 2JF,53.5534804308434,-3.07090821445518,FBY,2354,Merseyrail,1169594,0
Forres,IV36 3AD,57.6098000095499,-3.62595038813861,FOR,8638,ScotRail,129646,0
Forsinard,KW13 6YT,58.3569037821129,-3.89688108603807,FRS,8639,ScotRail,1376,0
Fort Matilda,PA16 7TS,55.9590370104671,-4.79526871008857,FTM,9675,ScotRail,102208,0
Fort William,PH33 6TQ,56.8204504611118,-5.10614472047831,FTW,8827,ScotRail,192078,323
Four Oaks,B74 2TD,52.5797812436274,-1.82803190041241,FOK,1042,West Midlands Trains (West Midlands Railway),606132,0
Foxfield,LA20 6BX,54.2586714739313,-3.216062079698,FOX,2046,Northern Trains,13580,0
Foxton,CB22 6SE,52.1192118267723,0.0563080918097999,FXN,7029,Govia Thameslink Railway (Great Northern),94124,0
Frant,TN3 9BJ,51.1040264976395,0.294543047861973,FRT,5218,Southeastern,102600,0
Fratton,PO1 5AW,50.7963389126627,-1.07398277385311,FTN,5509,South Western Railway,1955402,148616
Freshfield,L37 7DD,53.5660564604323,-3.07182995042112,FRE,2355,Merseyrail,526128,0
Freshford,BA2 7WQ,51.3420317090826,-2.30100872969826,FFD,3344,Great Western Railway,48416,0
Frimley,GU16 7QH,51.3118614892824,-0.746991364293745,FML,5683,South Western Railway,183440,0
