Station,Postcode,Latitude,Longitude,TLC,NLC,Owner,Entries and exits 2024, Interchanges 2024
Irvine,KA12 8NU,55.6108799076061,-4.67514661627301,IRV,9508,ScotRail,628382,0
Isleworth,TW7 4BX,51.4747616687378,-0.336906804313412,ISL,5592,South Western Railway,878392,0
Islip,OX5 2TQ,51.8257535948477,-1.23818176370228,ISP,3110,Chiltern Railways,33498,0
Iver,SL0 9AU,51.5085019457845,-0.50672602998527,IVR,3170,TfL Rail,321042,0
Ivybridge,PL21 0DQ,50.3934168621574,-3.90420495899256,IVY,3555,Great Western Railway,118118,0
James Cook University Hospital,TS4 3BW,54.5520308954715,-1.20856947468958,JCH,9507,Northern Trains,52370,0
Jewellery Quarter,B18 6LE,52.4894360890549,-1.91321297287295,JEQ,1097,West Midlands Trains (West Midlands Railway),399186,0
Johnston (Pembs),SA62 3PL,51.7567530956532,-4.9963296259132,JOH,4081,TfW Rail,6956,0
Johnstone (Renfrewshire),PA5 8HE,55.834714197314,-4.50363835552647,JHN,9648,ScotRail,1086236,0
Jordanhill,G13 1QL,55.8827117027462,-4.32491887541009,JOR,9995,ScotRail,239840,0
Kearsley (Manchester),BL4 8DU,53.5441413299414,-2.37511996920097,KSL,2605,Northern Trains,52174,0
Kearsney (Kent),CT17 0RN,51.1493717941085,1.27206121379932,KSN,5038,Southeastern,46736,0
Keighley,BD21 4HP,53.8679643372029,-1.9016496997336,KEI,8468,Northern Trains,1325068,1092
Keith,AB55 3DR,57.5509022722452,-2.95406928289027,KEH,8925,ScotRail,71474,0
Kelvedon,CO5 9NP,51.8406994617688,0.702385544812371,KEL,6838,Greater Anglia,545692,0
Kelvindale,G20 0TB,55.8935610353318,-4.30957358578375,KVD,1655,ScotRail,60666,0
Kemble,GL7 6AW,51.6769971703594,-2.02281733230637,KEM,3325,Great Western Railway,399806,0
Kempston Hardwick,MK43 9NT,52.0922174814922,-0.503913835846751,KMH,1384,West Midlands Trains (London Northwestern Railway),2296,0
Kempton Park Racecourse,TW16 5AE,51.4209821129116,-0.409751333714204,KMP,5678,South Western Railway,50516,0
Kemsing,TN15 6NT,51.2971850250612,0.247428326868639,KMS,5079,Southeastern,15934,0
Kemsley,ME10 2ST,51.3624373325036,0.735357658690359,KML,5205,Southeastern,200242,0
Kendal,LA9 6BT,54.3320986728737,-2.73964700542435,KEN,1976,Northern Trains,155008,0
Kenilworth,CV8 1JJ,52.3427061725534,-1.57273839851434,KNW,7985,West Midlands Trains (West Midlands Railway),137720,0
Kenley,CR8 5DF,51.3247753962072,-0.100925423171174,KLY,5419,Govia Thameslink Railway (Southern),266052,0
Kennett,CB8 7QD,52.2772617551396,0.490464403472673,KNE,7011,Greater Anglia,50226,0
Kennishead,G46 8HP,55.8133209635729,-4.32524717128379,KNS,9816,ScotRail,92134,0
Kensal Green,NW10 5JT,51.5305388706865,-0.225087665009101,KNL,1447,London Underground,1026784,0
Kensal Rise,NW10 3JN,51.5345526617013,-0.219957116311259,KNR,1448,London Overground,2554468,0
Kensington (Olympia),W14 0NE,51.4978974535922,-0.210364139851331,KPA,3092,London Overground,2685140,3558
Kent House,BR3 1JF,51.4122135818333,-0.0452474519845536,KTH,5080,Southeastern,779354,0
Kentish Town,NW5 2AA,51.5504934296569,-0.140364988576463,KTN,1553,London Underground,1786866,0
Kentish Town West,NW5 3LR,51.5465463755713,-0.146655516770481,KTW,1449,London Overground,1886874,0
Kenton,HA3 0AZ,51.5818003557774,-0.316980931439729,KNT,1399,London Underground,1158158,0
Kents Bank,LA11 7BG,54.1729054093687,-2.92522966091916,KBK,1966,Northern Trains,26724,0
Kettering,NN15 7HJ,52.3935545176702,-0.731562286498362,KET,1857,East Midlands Railway,1063076,394322
Kew Bridge,TW8 9QS,51.4895116246216,-0.287107628746807,KWB,5593,South Western Railway,1057046,0
Kew Gardens,TW9 3BZ,51.477072104418,-0.285053592508935,KWG,5594,London Underground,1381772,0
Keyham,PL2 2BP,50.3898850279427,-4.17960014436056,KEY,3571,Great Western Railway,17060,0
Keynsham,BS31 2BN,51.4179793371673,-2.49562926516013,KYN,3237,Great Western Railway,510674,0
Kidbrooke,SE3 9PL,51.462119544138,0.0274975396083066,KDB,5108,Southeastern,1412220,0
Kidderminster,DY10 1QZ,52.3844844182319,-2.23847102061862,KID,4581,West Midlands Trains (West Midlands Railway),1128558,0
Kidsgrove,ST7 1BX,53.0865673562592,-2.24481613020019,KDG,1229,East Midlands Railway,243534,21075
Kidwelly,SA17 4UH,51.7343471373279,-4.31698648595432,KWL,4132,TfW Rail,26874,0
Kilburn High Road,NW6 5UA,51.5372760823348,-0.19223749902172,KBN,1415,London Overground,661026,0
Kildale,YO21 2RT,54.4777577195251,-1.06814353492044,KLD,7516,Northern Trains,1450,0
Kildonan,KW8 6HY,58.1708139378483,-3.869106899757,KIL,8652,ScotRail,240,0
Kilgetty,SA68 0UF,51.7321124201271,-4.71515690991487,KGT,4083,TfW Rail,14280,0
Kilmarnock,KA1 2AF,55.6121231268355,-4.4986858530535,KMK,9512,ScotRail,412662,6325
Kilmaurs,KA3 2QX,55.6372134791223,-4.53049149111498,KLM,9516,ScotRail,69916,0
Kilpatrick,G60 5LX,55.9247068255317,-4.45341303169582,KPT,9960,ScotRail,70598,0
Kilwinning,KA13 6NT,55.65595701832,-4.71001981266824,KWN,9517,ScotRail,709802,80687
Kinbrace,KW11 6UB,58.2583172580373,-3.94120877219987,KBC,8653,ScotRail,606,0
King's Cross,N1 9AL,51.5308818372572,-0.122925992140273,KGX,6121,Network Rail,24483826,1754213
Kingham,OX7 6UP,51.9022505934887,-1.62878636541463,KGM,3008,Great Western Railway,195162,0
Kinghorn,KY3 9RA,56.0693409891845,-3.1741546348497,KGH,9142,ScotRail,88298,0
Kings Langley,WD4 8LF,51.7063548987943,-0.438421949624325,KGL,1392,West Midlands Trains (London Northwestern Railway),449482,0
Kings Lynn,PE30 1NX,52.7539216944381,0.403446572159957,KLN,7115,Govia Thameslink Railway (Great Northern),789204,142
Kings Norton,B30 3EG,52.4142921338481,-1.93232595881177,KNN,1109,West Midlands Trains (West Midlands Railway),834758,0
Kings Nympton,EX37 9EU,50.9360787660744,-3.90541152919904,KGN,5823,Great Western Railway,4114,0
Kings Park,G44 5UT,55.8195481899055,-4.24651792324437,KGP,9817,ScotRail,178392,0
Kings Sutton,OX17 3RR,52.021351724736,-1.28093067938421,KGS,4508,Chiltern Railways,67132,0
Kingsknowe,EH14 2JX,55.9188170588835,-3.2649667584969,KGE,9217,ScotRail,33176,0
Kingston,KT1 1UJ,51.4127500326661,-0.301165787207897,KNG,5565,South Western Railway,4143270,0
Kingswood,KT20 6EN,51.2947233580129,-0.211247560940773,KND,5366,Govia Thameslink Railway (Southern),131292,0
Kingussie,PH21 1EN,57.0777865106214,-4.05219308955883,KIN,8655,ScotRail,41726,0
Kintbury,RG17 9UT,51.4025226383962,-1.44598899781522,KIT,3073,Great Western Railway,70722,0
Kintore,AB51 0YP,57.243511,-2.350244,KTR,6597,ScotRail,118514,0
Kirby Cross,CO13 0LU,51.8413941608247,1.21499248023627,KBX,6862,Greater Anglia,58260,0
Kirk Sandall,DN3 1LL,53.5638782270739,-1.07406113904487,KKS,6527,Northern Trains,71328,0
Kirkby (Merseyside),L32 2AE,53.4861937342547,-2.90282966945297,KIR,2124,Merseyrail,1821322,163
Kirkby Stephen,CA17 4LE,54.454859197973,-2.36859691968052,KSW,2057,Northern Trains,33666,0
Kirkby-in-Ashfield,NG17 8EJ,53.100099197503,-1.25305676108097,KKB,1867,East Midlands Railway,114636,0
Kirkby-In-Furness,LA17 7UB,54.2327127968199,-3.1873762618024,KBF,1959,Northern Trains,20192,0
Kirkcaldy,KY1 1YL,56.1120615348825,-3.16702889018985,KDY,9145,ScotRail,782132,5830
Kirkconnel,DG4 6NL,55.3883080753917,-3.99850114549999,KRK,9518,ScotRail,19350,0
Kirkdale,L20 2BN,53.4409020953717,-2.98111730519243,KKD,2245,Merseyrail,1053548,112136
Kirkham and Wesham,PR4 3AA,53.7869182584274,-2.88294125388809,KKM,2668,Northern Trains,361362,5878
Kirkhill,G72 8NL,55.8139184572157,-4.16710560859231,KKH,9771,ScotRail,65226,0
Kirknewton,EH27 8BP,55.888694738491,-3.43251223275665,KKN,9230,ScotRail,63714,0
Kirkstall Forge,LS5 3NF,53.8237207056284,-1.62247944749869,KLF,6544,Northern Trains,300170,0
Kirkwood,ML5 5RS,55.854193299799,-4.04839914533443,KWD,9766,ScotRail,122426,0
Kirton Lindsey,DN21 4BD,53.4848392729907,-0.593913439822044,KTL,6466,Northern Trains,294,0
Kiveton Bridge,S26 8QP,53.340958304616,-1.26717948994662,KIV,6401,Northern Trains,57526,0
Kiveton Park,S26 6PB,53.3367153672291,-1.23984462977862,KVP,6565,Northern Trains,48106,0
Knaresborough,HG5 9AA,54.009024528163,-1.47041631503097,KNA,8214,Northern Trains,506446,0
Knebworth,SG3 6AT,51.8668534540605,-0.187288791814045,KBW,6088,Govia Thameslink Railway (Great Northern),414964,0
Knighton,LD7 1DT,52.3450758871025,-3.04219621337954,KNI,4206,TfW Rail,17682,0
Knockholt,TN14 7HR,51.3457876200943,0.130847053987131,KCK,5109,Southeastern,169548,0
Knottingley,WF11 8ED,53.7065377325563,-1.25917827738971,KNO,8546,Northern Trains,159950,0
Knucklas,LD7 1PN,52.3598648380342,-3.09687794796194,KNU,4228,TfW Rail,3050,0
Knutsford,WA16 0PA,53.3017927386283,-2.37179093175857,KNF,2848,Northern Trains,338318,0
Kyle Of Lochalsh,IV40 8AH,57.2797794370901,-5.71381439842642,KYL,8657,ScotRail,53584,0
Ladybank,KY15 7JS,56.2737849038311,-3.12227569261322,LDY,9149,ScotRail,76708,4349
Ladywell,SE13 7XB,51.4562426489563,-0.0190406942469275,LAD,5057,Southeastern,1125846,0
Laindon,SS15 6AB,51.5675211845757,0.424288907848939,LAI,7445,c2c,1812010,0
Lairg,IV27 4EX,58.0018345455927,-4.39988986444872,LRG,8658,ScotRail,4180,0
Lake,PO36 8PJ,50.6464770937633,-1.16634859044496,LKE,5504,South Western Railway (Island Line),19384,0
Lakenheath,IP27 9AD,52.4473981737658,0.535197604816679,LAK,7201,Greater Anglia,480,0
Lamphey,SA17 5NR,51.6671927564176,-4.87325759551605,LAM,4084,TfW Rail,4820,0
Lanark,ML11 7JP,55.6736117878189,-3.77329099536818,LNK,9710,ScotRail,246840,0
Lancaster,LA1 5NW,54.0487328581851,-2.80745803982251,LAN,2685,Avanti West Coast,1963884,455099
Lancing,BN15 8AG,50.827082080019,-0.323109264830326,LAC,5275,Govia Thameslink Railway (Southern),848972,0
Landywood,WS6 6JE,52.6565417562178,-2.02072793185577,LAW,1017,West Midlands Trains (West Midlands Railway),159556,0
Langbank,PA14 6PD,55.9245251560621,-4.5852756570507,LGB,9652,ScotRail,66754,0
Langho,BB6 8EZ,53.804834121852,-2.44865934892391,LHO,2735,Northern Trains,37956,0
Langley,SL3 6DB,51.5080614793025,-0.541756169166767,LNY,3171,TfL Rail,1042134,0
Langley Green,B69 4LZ,52.4938728263973,-2.004964286563,LGG,4607,West Midlands Trains (West Midlands Railway),151264,0
Langley Mill,NG16 4AT,53.0180608236478,-1.33124450871379,LGM,1761,East Midlands Railway,85018,0
Langside,G43 2JH,55.8211381451405,-4.27734104732889,LGS,9818,ScotRail,196146,0
Langwathby,CA10 1NZ,54.6943600971583,-2.6636840914627,LGW,2058,Northern Trains,19066,0
Langwith-Whaley Thorns,NG20 9HS,53.2318405671435,-1.20934369005986,LAG,1871,East Midlands Railway,8808,0
Lapford,EX17 6QU,50.8570070932109,-3.8106396135563,LAP,5824,Great Western Railway,7660,0
Lapworth,B94 6JJ,52.3422521317217,-1.72569141656924,LPW,4595,Chiltern Railways,92736,0
Larbert,FK5 4AN,56.0227085781322,-3.83058147522721,LBT,9876,ScotRail,787810,0
Largs,KA30 8AN,55.7927492986381,-4.86719878218223,LAR,9521,ScotRail,383736,0
Larkhall,ML9 1DP,55.7386000297771,-3.97551250125101,LRH,9728,ScotRail,243898,0
Laurencekirk,AB30 1BE,56.8363492391231,-2.46592591150427,LAU,8931,ScotRail,80682,0
Lawrence Hill,BS5 9JJ,51.4580137584908,-2.56443006698705,LWH,3225,Great Western Railway,287182,0
Layton (Lancs),FY2 0SX,53.835271147168,-3.02999096667225,LAY,2669,Northern Trains,73734,0
Lazonby and Kirkoswald,CA10 1DL,54.7504394529169,-2.70320902444668,LZB,2059,Northern Trains,17956,0
Lea Bridge,E10 7PG,51.5665461591988,-0.0366726102588346,LEB,6927,Greater Anglia,825532,0
Lea Green,WA9 3BZ,53.4268123083684,-2.72497791246254,LEG,2339,Northern Trains,318812,0
Lea Hall,B33 8JU,52.4806441330582,-1.78601201300865,LEH,1133,West Midlands Trains (West Midlands Railway),409674,0
Leagrave,LU4 9BA,51.9051580546992,-0.458502652895297,LEA,1534,Govia Thameslink Railway (Thameslink),1483752,0
Lealholm,YO21 2AG,54.460591596632,-0.825715345522462,LHM,7925,Northern Trains,8598,0
Leamington Spa,CV31 3NS,52.2844912164467,-1.53621015936663,LMS,4597,Chiltern Railways,2181166,204072
Leasowe,CH46 1QN,53.4080491153648,-3.09959423179954,LSW,2237,Merseyrail,530270,0
Leatherhead,KT22 7SQ,51.2988166518467,-0.333231977030243,LHD,5368,Govia Thameslink Railway (Southern),1373782,13976
Ledbury,HR8 1AR,52.0452524386556,-2.4258606364339,LED,4784,West Midlands Trains (West Midlands Railway),185386,25
Lee,SE12 9JG,51.4497530810151,0.0134927898636663,LEE,5110,Southeastern,1367930,0
Leeds,LS1 4DY,53.7956274464893,-1.54802567392696,LDS,8487,Network Rail,24891386,2684197
Leicester,LE2 0QB,52.6314253203989,-1.12527556604253,LEI,1947,East Midlands Railway,5303830,462423
Leigh (Kent),TN11 8RU,51.1938988021414,0.21049491687943,LIH,5294,Govia Thameslink Railway (Southern),40822,0
Leigh-On-Sea,SS9 2ET,51.5412704804763,0.640411251824065,LES,7446,c2c,1634712,0
Leighton Buzzard,LU7 2LY,51.9163051871475,-0.677007376141064,LBZ,1373,West Midlands Trains (London Northwestern Railway),1315214,0
Lelant,TR26 3DS,50.1841314638968,-5.43654826901766,LEL,3539,Great Western Railway,27722,0
Lelant Saltings,TR26 3DL,50.1787837573639,-5.44092738379503,LTS,3498,Great Western Railway,630,0
Lenham,ME17 2HR,51.234483210726,0.707758977213742,LEN,5111,Southeastern,121062,0
Lenzie,G66 4UA,55.9213232741314,-4.15389136965366,LNZ,9955,ScotRail,706920,0
Leominster,HR6 8AR,52.2256846728456,-2.73034148133234,LEO,3620,TfW Rail,238368,0
Letchworth Garden City,SG6 3AN,51.9799626923486,-0.229264161103862,LET,6089,Govia Thameslink Railway (Great Northern),1598310,0
Leuchars (For St. Andrews),KY16 0AA,56.3751056580503,-2.89371351530403,LEU,9188,ScotRail,528122,0
Levenshulme,M19 3PJ,53.4441647894146,-2.19266993956898,LVM,2862,Northern Trains,454424,0
Lewes,BN7 2UP,50.870630276246,0.0113305158683365,LWS,5329,Govia Thameslink Railway (Southern),2365628,493772
Lewisham,SE13 7RY,51.4656900573408,-0.0140244236065112,LEW,5051,Southeastern,6551490,1599988
Leyland,PR25 3NN,53.6988571904321,-2.68714549713853,LEY,2710,Northern Trains,394084,0
Leyton Midland Road,E10 6JT,51.5697236760642,-0.00805063517327931,LEM,7402,London Overground,1414138,0
Leytonstone High Road,E11 4RE,51.5635527790456,0.00841639087052511,LER,7403,London Overground,1018230,0
Lichfield City,WS13 6HX,52.6801478620555,-1.82541989750681,LIC,1177,West Midlands Trains (West Midlands Railway),750518,0
Lichfield Trent Valley,WS13 6HE,52.6868952959191,-1.80022909556863,LTV,1291,West Midlands Trains (West Midlands Railway),727448,69864
Lidlington,MK43 0SA,52.0415356939786,-0.558928400993178,LID,1579,West Midlands Trains (London Northwestern Railway),8206,0
Limehouse,E14 7JD,51.5125350543271,-0.0398028674833795,LHS,7491,c2c,2474724,0
Lincoln,LN5 7EW,53.2260863916889,-0.539921946842763,LCN,6340,East Midlands Railway,2059670,19060
Lingfield,RH7 6EF,51.1764510669803,-0.0071646303479837,LFD,5369,Govia Thameslink Railway (Southern),384844,0
Lingwood,NR13 4AU,52.6220979078982,1.48994432206121,LGD,7305,Greater Anglia,45572,0
Linlithgow,EH49 7DH,55.9764564743144,-3.59585283069613,LIN,9438,ScotRail,990114,0
Liphook,GU30 7DR,51.0713158175337,-0.800228494413842,LIP,5634,South Western Railway,547712,0
Liskeard,PL14 4DX,50.4468702130789,-4.46957612946015,LSK,3573,Great Western Railway,322996,58653
Liss,GU33 7AA,51.0435708255739,-0.892867192382383,LIS,5635,South Western Railway,278336,0
Lisvane and Thornhill,CF14 0UE,51.5445823857945,-3.18560235831826,LVT,3853,TfW Rail,190216,0
Little Kimble,HP17 0XP,51.7522314464846,-0.808452428620359,LTK,3066,Chiltern Railways,8086,0
Little Sutton,CH66 1PA,53.2855179707172,-2.94329286779545,LTT,2156,Merseyrail,170902,0
Littleborough,OL15 8AR,53.6429969919746,-2.09465161657675,LTL,2661,Northern Trains,334586,0
Littlehampton,BN17 5BS,50.8101080667257,-0.545994825386246,LIT,5260,Govia Thameslink Railway (Southern),797050,5176
Littlehaven,RH12 4PB,51.0797500195687,-0.307980536519452,LVN,5498,Govia Thameslink Railway (Southern),249464,0
Littleport,CB6 1JL,52.462378341506,0.316559220116956,LTP,7072,Govia Thameslink Railway (Great Northern),204358,0
Liverpool Central,L1 1JT,53.4046029237222,-2.97916860087885,LVC,2242,Merseyrail,12610748,599891
Liverpool James Street,L2 7PQ,53.4047670234029,-2.99195813601943,LVJ,2244,Merseyrail,2654894,0
Liverpool Lime Street,L1 1JD,53.4073114186473,-2.97772651937647,LIV,2246,Network Rail,12278888,918359
Liverpool South Parkway,L19 5NE,53.3577470027976,-2.8891432523966,LPY,9709,Merseyrail,2017700,206254
Liverpool Street,EC2M 7PY,51.5179894594345,-0.0814260256571922,LST,6965,Network Rail,94499824,0
Livingston North,EH54 7EE,55.9013876748964,-3.54435153732544,LSN,9371,ScotRail,995000,0
Livingston South,EH54 9AP,55.8716969795193,-3.50156981615429,LVG,9372,ScotRail,301708,0
Llanaber,LL42 1AZ,52.7415079353804,-4.07717664016112,LLA,4327,TfW Rail,3042,0
Llanbedr,LL45 2LR,52.8208559305805,-4.11019832879094,LBR,4356,TfW Rail,9826,0
Llanbister Road,LD1 5UW,52.3364286267864,-3.21342132721638,LLT,4226,TfW Rail,1214,0
Llanbradach,CF83 3NE,51.6032594983474,-3.23304815296668,LNB,4018,TfW Rail,59034,0
Llandaf,CF14 2FG,51.5084420485035,-3.2286128720143,LLN,3844,TfW Rail,354936,0
Llandanwg,LL46 2SB,52.836166794295,-4.12385762058403,LDN,4460,TfW Rail,4354,0
Llandecwyn,LL47 6YL,52.9206897357095,-4.05703556984347,LLC,4334,TfW Rail,834,0
Llandeilo,SA19 6ND,51.8853491383229,-3.9868906676991,LLL,4248,TfW Rail,14300,0
Llandovery,SA20 0BG,51.9953169669631,-3.80282964304508,LLV,4059,TfW Rail,12692,0
Llandrindod,LD1 5BB,52.2423634801625,-3.37913857358459,LLO,4227,TfW Rail,27280,0
Llandudno,LL30 2AF,53.3209209897034,-3.82700196660637,LLD,2484,TfW Rail,397446,0
Llandudno Junction,LL31 9NB,53.2839483351497,-3.80910263762492,LLJ,2485,TfW Rail,353042,140972
Llandybie,SA18 3UN,51.8210402958666,-4.00364813852215,LLI,4247,TfW Rail,6940,0
Llanelli,SA15 2RN,51.6738717587635,-4.1613044288107,LLE,4133,TfW Rail,333228,6920
Llanfairfechan,LL33 0BP,53.2572920986596,-3.9832034597963,LLF,2488,TfW Rail,38910,0
Llanfairpwll,LL61 5UJ,53.2209501799687,-4.20921630091034,LPG,2467,TfW Rail,30186,0
Llangadog,SA19 9LU,51.9402176978319,-3.89314785075551,LLG,4060,TfW Rail,3364,0
Llangammarch,LD4 4EE,52.1143025095964,-3.55481726360199,LLM,4162,TfW Rail,1518,0
Llangennech,SA14 8UY,51.6911411087195,-4.07893028981134,LLH,4138,TfW Rail,2760,0
Llangynllo,LD7 1SY,52.3496286034301,-3.16136974810856,LGO,4207,TfW Rail,780,0
Llanharan,CF72 9QA,51.5375896600611,-3.44077892656191,LLR,9925,TfW Rail,116804,0
Llanhilleth,NP13 2HT,51.7003043478287,-3.13518812842474,LTH,9916,TfW Rail,63068,0
Llanishen,CF14 5UW,51.5327497254607,-3.18197889233177,LLS,3847,TfW Rail,188198,0
Llanrwst,LL26 0AD,53.1388547420512,-3.79440182738638,LWR,2457,TfW Rail,20896,0
Llansamlet,SA7 9RY,51.6615072357178,-3.8846860505603,LAS,4223,TfW Rail,26598,0
Llantwit Major,CF61 1ST,51.4097517458929,-3.4816178409499,LWM,9699,TfW Rail,237382,0
Llanwrda,SA19 8EH,51.9625913490845,-3.87167467928183,LNR,4061,TfW Rail,1162,0
Llanwrtyd,LD5 4RW,52.1047151192971,-3.63216406997936,LNW,4163,TfW Rail,4954,0
Llwyngwril,LL37 2JS,52.666786421808,-4.08767986529343,LLW,4421,TfW Rail,30790,0
Llwynypia,CF40 2JJ,51.6340065052689,-3.4535140981772,LLY,3852,TfW Rail,18290,0
Loch Awe,PA33 1AQ,56.4020223859925,-5.04197674438731,LHA,8712,ScotRail,7546,0
Loch Eil Outward Bound,PH33 7NN,56.855274245876,-5.191577978281,LHE,8846,ScotRail,3534,0
Lochailort,PH38 4LZ,56.8809705350422,-5.66339666475485,LCL,8829,ScotRail,2104,0
Locheilside,PH33 7PN,56.8554135535901,-5.29003796103709,LCS,8830,ScotRail,418,0
Lochgelly,KY5 9EP,56.1353333210182,-3.31294033588271,LCG,9156,ScotRail,51462,0
Lochluichart,IV23 2PZ,57.6217627878108,-4.8090500523151,LCC,8660,ScotRail,374,0
Lochwinnoch,PA12 4JF,55.7871616436763,-4.6160764250664,LHW,9655,ScotRail,137854,0
Lockerbie,DG11 2HA,55.1230568805651,-3.3535334312036,LOC,9614,ScotRail,155768,0
Lockwood,HD1 3UB,53.6347345225096,-1.80079094933621,LCK,8443,Northern Trains,40588,0
London Bridge,SE1 3QX,51.5050174772731,-0.0860920864342872,LBG,5148,Network Rail,50045010,6270128
London Fields,E8 3PH,51.5411513732358,-0.057753374447073,LOF,6966,London Overground,1823612,0
London Road (Brighton),BN1 4QS,50.8366614163988,-0.136502344765958,LRB,5281,Govia Thameslink Railway (Southern),323992,0
London Road (Guildford),GU1 4DQ,51.2406489245582,-0.565068976035238,LRD,5632,South Western Railway,802244,0
Long Buckby,NN6 7QA,52.2947163006694,-1.08646687630919,LBK,1067,West Midlands Trains (London Northwestern Railway),293444,0
Long Eaton,NG10 3GS,52.884988165307,-1.28752063442112,LGE,1829,East Midlands Railway,520104,8315
Long Preston,BD23 4NH,54.016839303964,-2.25559226875526,LPR,2657,Northern Trains,14232,207
Longbeck,TS11 6HD,54.589218153324,-1.03047296803867,LGK,7978,Northern Trains,53094,0
Longbridge,B31 2TW,52.3964197467346,-1.98129177075276,LOB,1110,West Midlands Trains (West Midlands Railway),817072,0
Longcross,GU25 4JR,51.3851721057024,-0.594570008377892,LNG,5674,South Western Railway,71368,0
Longfield,DA3 7QA,51.3961530395142,0.300364140906621,LGF,5114,Southeastern,410976,0
Longniddry,EH32 0LS,55.9764873641885,-2.8883435125611,LND,9354,ScotRail,189152,0
Longport,ST6 4ND,53.0418836701973,-2.21644813555906,LPT,1305,East Midlands Railway,76276,0
Longton,ST3 1EZ,52.9899545614389,-2.13701083240356,LGN,1306,East Midlands Railway,64820,0
Looe,PL13 1HN,50.3592309494992,-4.45616480432356,LOO,3574,Great Western Railway,111216,0
Lostock,BL6 4JP,53.5729295419805,-2.49426644829891,LOT,2598,Northern Trains,227010,0
Lostock Gralam,CW9 7NU,53.2676670182512,-2.46520332987929,LTG,2307,Northern Trains,54324,0
Lostock Hall,PR5 5NF,53.7242471362983,-2.68748374608567,LOH,2689,Northern Trains,22308,0
Lostwithiel,PL22 0EW,50.4071837276406,-4.66596695411252,LOS,3517,Great Western Railway,82380,0
Loughborough,LE11 1EX,52.7789547910719,-1.19592860893181,LBO,1897,East Midlands Railway,1287300,12882
Loughborough Junction,SW9 8SA,51.466296106804,-0.102182083841814,LGJ,5082,Govia Thameslink Railway (Thameslink),1129394,0
Low Moor,BD12 7BD,53.7499281923488,-1.75340404850532,LMR,8416,Northern Trains,250298,0
Lowdham,NG14 7DU,53.0062848337112,-0.998419089393871,LOW,6202,East Midlands Railway,44130,0
Lower Sydenham,SE26 5BN,51.4248291111835,-0.0333454872146574,LSY,5053,Southeastern,704872,0
Lowestoft,NR32 2EG,52.4744331918507,1.74970769013355,LWT,7268,Greater Anglia,426034,9571
Ludlow,SY8 2PQ,52.3712810488116,-2.7162172322445,LUD,3635,TfW Rail,238466,970
Luton,LU1 2LT,51.8823038393126,-0.414040220732381,LUT,1536,Govia Thameslink Railway (Thameslink),3646122,50864
Luton Airport Parkway,LU1 3JW,51.8724365153574,-0.395881015266052,LTN,3645,Govia Thameslink Railway (Thameslink),4344390,6576
Luxulyan,PL31 2NW,50.3900414353619,-4.74738511553918,LUX,3518,Great Western Railway,2660,0
Lydney,GL15 5EW,51.7141382447785,-2.53086403423987,LYD,4826,TfW Rail,169766,0
Lye (West Midlands),DY9 8ES,52.4599238991066,-2.11592950338778,LYE,4640,West Midlands Trains (West Midlands Railway),73912,0
Lymington Pier,SO41 5ZE,50.7583012438964,-1.52944705491441,LYP,5892,South Western Railway,90772,0
Lymington Town,SO41 9AZ,50.7609130065613,-1.53716213304469,LYT,5887,South Western Railway,230566,0
Lympstone Commando,EX8 5AA,50.6622413631171,-3.4408403542821,LYC,5762,Great Western Railway,79010,0
Lympstone Village,EX8 5JW,50.6482969875504,-3.43100725046298,LYM,5761,Great Western Railway,91520,0
Lytham,FY8 5NJ,53.7392843398145,-2.96404013142963,LTM,2670,Northern Trains,119932,0
Macclesfield,SK11 6JP,53.2593437076928,-2.12198203578772,MAC,2871,Avanti West Coast,1354394,10725
Machynlleth,SY20 8BL,52.5951412329206,-3.85452825731662,MCN,4422,TfW Rail,112636,10115
Maesteg,CF34 9BL,51.6099426162926,-3.65464631854253,MST,3963,TfW Rail,153798,0
Maesteg (Ewenny Road),CF34 9TS,51.6053462827399,-3.64899165133724,MEW,3962,TfW Rail,16324,0
Maghull,L31 3DE,53.5064731023933,-2.93085339779366,MAG,2155,Merseyrail,1228806,0
Maghull North,L31 1BB,53.5166594059398,-2.92130383488463,MNS,6576,Merseyrail,660404,0
Maiden Newton,DT2 0AE,50.7800087193215,-2.56942995841225,MDN,5853,Great Western Railway,21672,0
Maidenhead,SL6 1EW,51.5186684511975,-0.72266053262037,MAI,3147,Great Western Railway,4391702,585270
Maidstone Barracks,ME16 0SQ,51.277166918507,0.513960134663088,MDB,5237,Southeastern,255648,191319
Maidstone East,ME14 1QN,51.2778275356103,0.521295045225559,MDE,5115,Southeastern,1283080,53246
Maidstone West,ME16 8RJ,51.2704636238475,0.515773417339359,MDW,5222,Southeastern,796536,172749
Malden Manor,KT3 5PN,51.3847287183982,-0.261273984325617,MAL,5599,South Western Railway,454232,0
Mallaig,PH41 4QA,57.0059962124948,-5.82959836193118,MLG,8831,ScotRail,97710,0
Malton,YO17 9RD,54.1320756412877,-0.797222131663321,MLT,8164,TransPennine Express,292956,0
Malvern Link,WR14 1SW,52.1254702810477,-2.31951185541362,MVL,4884,West Midlands Trains (West Midlands Railway),317688,10334
Manchester Airport,M90 3RR,53.365043565225,-2.2729798230138,MIA,2961,TransPennine Express,4855034,19836
Manchester Oxford Road,M1 6FU,53.4740336683728,-2.24199570444878,MCO,2966,Northern Trains,5096436,898907
